Course Session,Course,Professor,Bulletin,First Year Cirriculum,Credit-Hours,Term,Description,Year Begin,Year End,Course Category
Jurisprudence (1963-1964),Jurisprudence,Graham B.J. Hughes,1963-1964,,,,,1963,1964,Courts & Jurisprudence
Municipal Corporations (1963-1964),Municipal Corporations,Gordon Kendall Scott,1963-1964,,,,,1963,1964,Local Law
Water Law (1963-1964),Water Law,Charles J. Meyers,1963-1964,,,,,1963,1964,"Environmental, Natural Resources, Land Use & Water Law"
Water Rights (1963-1964),Water Rights,Marion Rice Kirkwood,1963-1964,,,,,1963,1964,"Environmental, Natural Resources, Land Use & Water Law"
The Legal Profession (1963-1964),The Legal Profession,Howard R. Williams,1963-1964,,,,,1963,1964,"Professional Skills, Practice & Ethics"
Directed Research (1963-1964),Directed Research,,1963-1964,,,,,1963,1964,Independent Study
Law Review (1963-1964),Law Review,,1963-1964,,,,,1963,1964,Law Review & Moot Court
Moot Court Board (1963-1964),Moot Court Board,,1963-1964,,,,,1963,1964,Research & Writing
Oil and Gas (1963-1964),Oil and Gas,Everett Seymour Layman,1963-1964,,,,,1963,1964,"Environmental, Natural Resources, Land Use & Water Law"
Law and the Competitive Economy (1963-1964),Law and the Competitive Economy,Edwin M. Zimmerman,1963-1964,,,,,1963,1964,Law & Economics
Problems in Labor-Management Relations (1963-1964),Problems in Labor-Management Relations,J. Keith Mann,1963-1964,,,,,1963,1964,Labor Law
Medical-Legal Problems (1963-1964),Medical-Legal Problems,Raphael (Ralph) Jocelyn Gampell,1963-1964,,,,,1963,1964,Health Law
Problems in Conflict of Laws (1963-1964),Problems in Conflict of Laws,J.E. Moffatt Hancock,1963-1964,,,,,1963,1964,Civil Law & Procedure
Taxation (1963-1964),Taxation,Marvin T. Tepperman,1963-1964,,,,,1963,1964,Tax
Advanced Problems in Taxation (1963-1964),Advanced Problems in Taxation,Gordon Kendall Scott,1963-1964,,,,,1963,1964,Tax
Tax Policy (1963-1964),Tax Policy,Joseph T. Sneed,1963-1964,,,,,1963,1964,Tax
Taxation of Foreign Income (1963-1964),Taxation of Foreign Income,Lawrence Forrest Ebb,1963-1964,,,,,1963,1964,Tax
Legal Aspects of International Trade (1963-1964),Legal Aspects of International Trade,"Lawrence Forrest Ebb,Jared G. Carter",1963-1964,,,,,1963,1964,International & Comparative Law
Selected Problems in International Law and Organization (1963-1964),Selected Problems in International Law and Organization,Carl Bernhardt Spaeth,1963-1964,,,,,1963,1964,International & Comparative Law
Real Estate Transactions (1963-1964),Real Estate Transactions,Howard R. Williams,1963-1964,,,,,1963,1964,Real Estate
Law in Society (1963-1964),Law in Society,Marc A. Franklin,1963-1964,,,,,1963,1964,Introduction to Law
Evidence (1963-1964),Evidence,Abraham S. Goldstein,1963-1964,,,Summer,,1964,1964,Evidence
Commercial Law I (1963-1964),Commercial Law I,William E. Hogan,1963-1964,,,Summer,,1964,1964,Consumer & Commercial Law
Conflict of Laws (1963-1964),Conflict of Laws,William F. Baxter,1963-1964,,,Summer,,1964,1964,Civil Law & Procedure
Copyright and Unfair Competition (1963-1964),Copyright and Unfair Competition,Marc A. Franklin,1963-1964,,,Summer,,1964,1964,Intellectual Property
Introduction to Civil Law (1963-1964),Introduction to Civil Law,Whitmore Gray,1963-1964,,,Summer,,1964,1964,Introduction to Law
Civil Liberty in the United States (1963-1964),Civil Liberty in the United States,Robert A. Girard,1963-1964,,,Summer,,1964,1964,Constitutional Law
Civil Procedure (1964-1965),Civil Procedure,,1964-1965,,,,,1964,1965,Civil Law & Procedure
Civil Procedure (1964-1965),Civil Procedure,"""John Richard McDonough, Jr.""",1964-1965,,,,,1964,1965,Civil Law & Procedure
Contracts (1964-1965),Contracts,John Bingham Hurlbut,1964-1965,,,,,1964,1965,"Contracts, Torts & Remedies"
Contracts (1964-1965),Contracts,Byron D. Sher,1964-1965,,,,,1964,1965,"Contracts, Torts & Remedies"
Property (1964-1965),Property,Charles J. Meyers,1964-1965,,,,,1964,1965,Property
Property (1964-1965),Property,J.E. Moffatt Hancock,1964-1965,,,,,1964,1965,Property
Torts (1964-1965),Torts,Marc A. Franklin,1964-1965,,,,,1964,1965,"Contracts, Torts & Remedies"
Torts (1964-1965),Torts,Robert A. Girard,1964-1965,,,,,1964,1965,"Contracts, Torts & Remedies"
Unjust Enrichment and Remedies (1964-1965),Unjust Enrichment and Remedies,Jared G. Carter,1964-1965,,,,,1964,1965,"Contracts, Torts & Remedies"
Agency (1964-1965),Agency,Bayless A. Manning,1964-1965,,,,,1964,1965,Agency
Constitutional Law (1964-1965),Constitutional Law,Gerald Gunther,1964-1965,,,,,1964,1965,Constitutional Law
Corporations (1964-1965),Corporations,Gordon Kendall Scott,1964-1965,,,,,1964,1965,Corporate Law
Criminal Law (1964-1965),Criminal Law,Herbert L. Packer,1964-1965,,,,,1964,1965,Criminal Law & Procedure
Legal Process (1964-1965),Legal Process,Herbert L. Packer,1964-1965,,,,,1964,1965,Introduction to Law
Research and Legal Writing (1964-1965),Research and Legal Writing,Jared G. Carter,1964-1965,,,,,1964,1965,Research & Writing
Research and Legal Writing (1964-1965),Research and Legal Writing,Jared G. Carter,1964-1965,,,,,1964,1965,Research & Writing
Taxation (1964-1965),Taxation,Joseph T. Sneed,1964-1965,,,,,1964,1965,Tax
Trusts and Estates (1964-1965),Trusts and Estates,Howard R. Williams,1964-1965,,,,,1964,1965,Trusts & Estates
Evidence (1964-1965),Evidence,John Bingham Hurlbut,1964-1965,,,,,1964,1965,Evidence
Commercial Law I (1964-1965),Commercial Law I,Byron D. Sher,1964-1965,,,,,1964,1965,Consumer & Commercial Law
Creditors' Rights (1964-1965),Creditors' Rights,Byron D. Sher,1964-1965,,,,,1964,1965,Consumer & Commercial Law
Conflict of Laws (1964-1965),Conflict of Laws,"""John Richard McDonough, Jr.""",1964-1965,,,,,1964,1965,Civil Law & Procedure
Federal Jurisdiction (1964-1965),Federal Jurisdiction,Gerald Gunther,1964-1965,,,,,1964,1965,Courts & Jurisprudence
Administrative Law (1964-1965),Administrative Law,Edwin M. Zimmerman,1964-1965,,,,,1964,1965,Administrative Law & Regulation
Government Regulation of Business (1964-1965),Government Regulation of Business,Donald F. Turner,1964-1965,,,,,1964,1965,Administrative Law & Regulation
Law and the Competitive Economy (1964-1965),Law and the Competitive Economy,"Donald F. Turner,Edwin M. Zimmerman",1964-1965,,,,,1964,1965,Law & Economics
Economic Regulation (1964-1965),Economic Regulation,Donald F. Turner,1964-1965,,,,,1964,1965,Law & Economics
Labor Law (1964-1965),Labor Law,J. Keith Mann,1964-1965,,,,,1964,1965,Labor Law
Problems in Labor-Management Relations (1964-1965),Problems in Labor-Management Relations,J. Keith Mann,1964-1965,,,,,1964,1965,Labor Law
Securities Regulation (1964-1965),Securities Regulation,Edwin M. Zimmerman,1964-1965,,,,,1964,1965,"Finance, Banking & Securities"
Advanced Problems in Securities Regulation (1964-1965),Advanced Problems in Securities Regulation,Edwin M. Zimmerman,1964-1965,,,,,1964,1965,"Finance, Banking & Securities"
Copyright and Unfair Competition (1964-1965),Copyright and Unfair Competition,Marc A. Franklin,1964-1965,,,,,1964,1965,Intellectual Property
Municipal Corporations (1964-1965),Municipal Corporations,Gordon Kendall Scott,1964-1965,,,,,1964,1965,Local Law
Patent Law (1964-1965),Patent Law,"""Leonard Saxton Lyon, Jr.""",1964-1965,,,,,1964,1965,Intellectual Property
Estate Planning (1964-1965),Estate Planning,Joseph T. Sneed,1964-1965,,,,,1964,1965,Trusts & Estates
Taxation Seminar (1964-1965),Taxation Seminar,Marvin T. Tepperman,1964-1965,,,,,1964,1965,Tax
Advanced Problems in Taxation (1964-1965),Advanced Problems in Taxation,Gordon Kendall Scott,1964-1965,,,,,1964,1965,Tax
Oil and Gas Law (1964-1965),Oil and Gas Law,Howard R. Williams,1964-1965,,,,,1964,1965,"Environmental, Natural Resources, Land Use & Water Law"
Water Law (1964-1965),Water Law,Charles J. Meyers,1964-1965,,,,,1964,1965,"Environmental, Natural Resources, Land Use & Water Law"
Water Rights (1964-1965),Water Rights,Marion Rice Kirkwood,1964-1965,,,,,1964,1965,"Environmental, Natural Resources, Land Use & Water Law"
Real Estate Transactions (1964-1965),Real Estate Transactions,Charles J. Meyers,1964-1965,,,,,1964,1965,Real Estate
Land Use Controls (1964-1965),Land Use Controls,John Henry Merryman,1964-1965,,,,,1964,1965,"Environmental, Natural Resources, Land Use & Water Law"
The United States Supreme Court (1964-1965),The United States Supreme Court,Gerald Gunther,1964-1965,,,,,1964,1965,Courts & Jurisprudence
Civil Liberties and Rights in the United States (1964-1965),Civil Liberties and Rights in the United States,Robert A. Girard,1964-1965,,,,,1964,1965,Constitutional Law
Persons (1964-1965),Persons,Jack H. Friedenthal,1964-1965,,,,,1964,1965,Family Law
Advanced Criminal Law (1964-1965),Advanced Criminal Law,Herbert L. Packer,1964-1965,,,,,1964,1965,Criminal Law & Procedure
Criminal Procedure (1964-1965),Criminal Procedure,Herbert L. Packer,1964-1965,,,,,1964,1965,Criminal Law & Procedure
Medical-Legal Problems (1964-1965),Medical-Legal Problems,Raphael (Ralph) Jocelyn Gampell,1964-1965,,,,,1964,1965,Health Law
The Legal Profession (1964-1965),The Legal Profession,Howard R. Williams,1964-1965,,,,,1964,1965,"Professional Skills, Practice & Ethics"
Legal Aspects of United States Foreign Relations (1964-1965),Legal Aspects of United States Foreign Relations,Carl Bernhardt Spaeth,1964-1965,,,,,1964,1965,International & Comparative Law
Selected Problems in International Law and Organization (1964-1965),Selected Problems in International Law and Organization,Carl Bernhardt Spaeth,1964-1965,,,,,1964,1965,International & Comparative Law
Legal Problems of Doing Business Abroad (1964-1965),Legal Problems of Doing Business Abroad,Jared G. Carter,1964-1965,,,,,1964,1965,International & Comparative Law
Legal Aspects of International Trade and the Common Market (1964-1965),Legal Aspects of International Trade and the Common Market,Jared G. Carter,1964-1965,,,,,1964,1965,International & Comparative Law
Introduction to the Civil Law System (1964-1965),Introduction to the Civil Law System,John Henry Merryman,1964-1965,,,,,1964,1965,Introduction to Law
Selected Problems in Comparative Law (1964-1965),Selected Problems in Comparative Law,John Henry Merryman,1964-1965,,,,,1964,1965,International & Comparative Law
Roman Law (1964-1965),Roman Law,George Torzsay-Biber,1964-1965,,,,,1964,1965,Legal History
Directed Research (1964-1965),Directed Research,,1964-1965,,,,,1964,1965,Independent Study
Law Review (1964-1965),Law Review,,1964-1965,,,,,1964,1965,Law Review & Moot Court
Moot Court Board (1964-1965),Moot Court Board,,1964-1965,,,,,1964,1965,Research & Writing
Senior Thesis (1964-1965),Senior Thesis,,1964-1965,,,,,1964,1965,Independent Study
Law in Society (1964-1965),Law in Society,Marc A. Franklin,1964-1965,,,,,1964,1965,Introduction to Law
Evidence (1964-1965),Evidence,A. Leo Levin,1964-1965,,,Summer,,1965,1965,Evidence
Commercial Law I (1964-1965),Commercial Law I,Robert S. Pasley,1964-1965,,,Summer,,1965,1965,Consumer & Commercial Law
Conflict of Laws (1964-1965),Conflict of Laws,Howard Lesnick,1964-1965,,,Summer,,1965,1965,Civil Law & Procedure
Government Regulation of Business (1964-1965),Government Regulation of Business,William K. Jones,1964-1965,,,Summer,,1965,1965,Administrative Law & Regulation
The United States Supreme Court (1964-1965),The United States Supreme Court,Jan G. Deutsch,1964-1965,,,Summer,,1965,1965,Courts & Jurisprudence
Legal Problems of Doing Business Abroad (1964-1965),Legal Problems of Doing Business Abroad,Jared G. Carter,1964-1965,,,Summer,,1965,1965,International & Comparative Law
Civil Procedure I (1965-1966),Civil Procedure I,Arvo Van Alstyne,1965-1966,,,,,1965,1966,Civil Law & Procedure
Civil Procedure I (1965-1966),Civil Procedure I,Jack H. Friedenthal,1965-1966,,,,,1965,1966,Civil Law & Procedure
Civil Procedure I (1965-1966),Civil Procedure I,"""John Richard McDonough, Jr.""",1965-1966,,,,,1965,1966,Civil Law & Procedure
"""Contracts, Unjust Enrichment and Remedies I"" (1965-1966)","""Contracts, Unjust Enrichment and Remedies I""",John Bingham Hurlbut,1965-1966,,,,,1965,1966,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1965-1966)","""Contracts, Unjust Enrichment and Remedies I""",John Bingham Hurlbut,1965-1966,,,,,1965,1966,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1965-1966)","""Contracts, Unjust Enrichment and Remedies I""",Byron D. Sher,1965-1966,,,,,1965,1966,"Contracts, Torts & Remedies"
Criminal Law I (1965-1966),Criminal Law I,Herbert L. Packer,1965-1966,,,,,1965,1966,Criminal Law & Procedure
Criminal Law I (1965-1966),Criminal Law I,Herbert L. Packer,1965-1966,,,,,1965,1966,Criminal Law & Procedure
Torts I (1965-1966),Torts I,Daniel James Dykstra,1965-1966,,,,,1965,1966,"Contracts, Torts & Remedies"
Torts I (1965-1966),Torts I,Marc A. Franklin,1965-1966,,,,,1965,1966,"Contracts, Torts & Remedies"
Research and Legal Writing (1965-1966),Research and Legal Writing,,1965-1966,,,,,1965,1966,Research & Writing
Legal Bibliography (1965-1966),Legal Bibliography,"George Torzsay-Biber,J. Myron Jacobstein",1965-1966,,,,,1965,1966,Research & Writing
Civil Procedure II (1965-1966),Civil Procedure II,Arvo Van Alstyne,1965-1966,,,,,1965,1966,Civil Law & Procedure
Civil Procedure II (1965-1966),Civil Procedure II,Jack H. Friedenthal,1965-1966,,,,,1965,1966,Civil Law & Procedure
Civil Procedure II (1965-1966),Civil Procedure II,"""John Richard McDonough, Jr.""",1965-1966,,,,,1965,1966,Civil Law & Procedure
Constitutional Law I (1965-1966),Constitutional Law I,Gerald Gunther,1965-1966,,,,,1965,1966,Constitutional Law
"""Contracts, Unjust Enrichment and Remedies II"" (1965-1966)","""Contracts, Unjust Enrichment and Remedies II""",John Bingham Hurlbut,1965-1966,,,,,1965,1966,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies II"" (1965-1966)","""Contracts, Unjust Enrichment and Remedies II""",John Bingham Hurlbut,1965-1966,,,,,1965,1966,"Contracts, Torts & Remedies"
Legal Process (1965-1966),Legal Process,Marc A. Franklin,1965-1966,,,,,1965,1966,Introduction to Law
Legal Process (1965-1966),Legal Process,John Kaplan,1965-1966,,,,,1965,1966,Introduction to Law
Legal Process (1965-1966),Legal Process,Thomas Ehrlich,1965-1966,,,,,1965,1966,Introduction to Law
Property I (1965-1966),Property I,Charles J. Meyers,1965-1966,,,,,1965,1966,Property
Administrative Law (1965-1966),Administrative Law,William F. Baxter,1965-1966,,,,,1965,1966,Administrative Law & Regulation
Civil Law (1965-1966),Civil Law,John Henry Merryman,1965-1966,,,,,1965,1966,Civil Law & Procedure
Conflict of Laws (1965-1966),Conflict of Laws,"""John Richard McDonough, Jr.""",1965-1966,,,,,1965,1966,Civil Law & Procedure
Constitutional Law (1965-1966),Constitutional Law,Gerald Gunther,1965-1966,,,,,1965,1966,Constitutional Law
Constitutional Law (1965-1966),Constitutional Law,Arvo Van Alstyne,1965-1966,,,,,1965,1966,Constitutional Law
Criminal Procedure (1965-1966),Criminal Procedure,John Kaplan,1965-1966,,,,,1965,1966,Criminal Law & Procedure
Directed Research (1965-1966),Directed Research,,1965-1966,,,,,1965,1966,Independent Study
Evidence (1965-1966),Evidence,John Kaplan,1965-1966,,,,,1965,1966,Evidence
Legal Aspects of United States Foreign Relations (1965-1966),Legal Aspects of United States Foreign Relations,Carl Bernhardt Spaeth,1965-1966,,,,,1965,1966,International & Comparative Law
Government Regulation of Business (1965-1966),Government Regulation of Business,Homer H. Clark,1965-1966,,,,,1965,1966,Administrative Law & Regulation
Contemporary Problems in International Law (1965-1966),Contemporary Problems in International Law,Thomas Ehrlich,1965-1966,,,,,1965,1966,International & Comparative Law
Jurisprudence I (1965-1966),Jurisprudence I,Yosal Rogat,1965-1966,,,,,1965,1966,Courts & Jurisprudence
Labor Law (1965-1966),Labor Law,J. Keith Mann,1965-1966,,,,,1965,1966,Labor Law
Land Use Controls (1965-1966),Land Use Controls,John Henry Merryman,1965-1966,,,,,1965,1966,"Environmental, Natural Resources, Land Use & Water Law"
Legal Process (1965-1966),Legal Process,William F. Baxter,1965-1966,,,,,1965,1966,Introduction to Law
Municipal Corporations (1965-1966),Municipal Corporations,Gordon Kendall Scott,1965-1966,,,,,1965,1966,Local Law
Negotiable Instruments (1965-1966),Negotiable Instruments,Bayless A. Manning,1965-1966,,,,,1965,1966,Consumer & Commercial Law
Oil and Gas (1965-1966),Oil and Gas,Charles J. Meyers,1965-1966,,,,,1965,1966,"Environmental, Natural Resources, Land Use & Water Law"
Real Estate Transactions (1965-1966),Real Estate Transactions,Howard R. Williams,1965-1966,,,,,1965,1966,Real Estate
Research and Legal Writing (1965-1966),Research and Legal Writing,,1965-1966,,,,,1965,1966,Research & Writing
Roman Law (1965-1966),Roman Law,George Torzsay-Biber,1965-1966,,,,,1965,1966,Legal History
Securities Regulation (1965-1966),Securities Regulation,Daniel James Dykstra,1965-1966,,,,,1965,1966,"Finance, Banking & Securities"
Senior Thesis (1965-1966),Senior Thesis,,1965-1966,,,,,1965,1966,Independent Study
Taxation I (1965-1966),Taxation I,Joseph T. Sneed,1965-1966,,,,,1965,1966,Tax
Corporations and Shareholders Taxation (1965-1966),Corporations and Shareholders Taxation,Gordon Kendall Scott,1965-1966,,,,,1965,1966,Tax
Income Taxation (1965-1966),Income Taxation,Marvin T. Tepperman,1965-1966,,,,,1965,1966,Tax
Tax Policy (1965-1966),Tax Policy,Joseph T. Sneed,1965-1966,,,,,1965,1966,Tax
Trusts and Estates I (1965-1966),Trusts and Estates I,Howard R. Williams,1965-1966,,,,,1965,1966,Trusts & Estates
Unfair Competition (1965-1966),Unfair Competition,Homer H. Clark,1965-1966,,,,,1965,1966,Administrative Law & Regulation
Water Law (1965-1966),Water Law,Charles J. Meyers,1965-1966,,,,,1965,1966,"Environmental, Natural Resources, Land Use & Water Law"
Law and the Modern Check Transaction (1965-1966),Law and the Modern Check Transaction,Bayless A. Manning,1965-1966,,,,,1965,1966,Consumer & Commercial Law
Civil Liberties and Rights in the United States (1965-1966),Civil Liberties and Rights in the United States,Jerold H. Israel,1965-1966,,,,,1965,1966,Constitutional Law
Selected Problems in Comparative Law (1965-1966),Selected Problems in Comparative Law,John Henry Merryman,1965-1966,,,,,1965,1966,International & Comparative Law
Law and the Competitive Economy (1965-1966),Law and the Competitive Economy,Homer H. Clark,1965-1966,,,,,1965,1966,Law & Economics
Copyright (1965-1966),Copyright,Marc A. Franklin,1965-1966,,,,,1965,1966,Intellectual Property
Legal Problems of Corporate Management and Shareholders (1965-1966),Legal Problems of Corporate Management and Shareholders,Bayless A. Manning,1965-1966,,,,,1965,1966,Corporate Law
Corporations I and II (1965-1966),Corporations I and II,Gordon Kendall Scott,1965-1966,,,,,1965,1966,Corporate Law
Creditors' Rights (1965-1966),Creditors' Rights,Byron D. Sher,1965-1966,,,,,1965,1966,Consumer & Commercial Law
Criminal Law Seminar (1965-1966),Criminal Law Seminar,John Kaplan,1965-1966,,,,,1965,1966,Criminal Law & Procedure
Criminal Law Seminar (1965-1966),Criminal Law Seminar,Jerold H. Israel,1965-1966,,,,,1965,1966,Criminal Law & Procedure
Advanced Criminal Law (1965-1966),Advanced Criminal Law,Herbert L. Packer,1965-1966,,,,,1965,1966,Criminal Law & Procedure
Directed Research (1965-1966),Directed Research,,1965-1966,,,,,1965,1966,Independent Study
Estate Planning (1965-1966),Estate Planning,Joseph T. Sneed,1965-1966,,,,,1965,1966,Trusts & Estates
Evidence (1965-1966),Evidence,Daniel James Dykstra,1965-1966,,,,,1965,1966,Evidence
Family Law (1965-1966),Family Law,Homer H. Clark,1965-1966,,,,,1965,1966,Family Law
Federal Jurisdiction (1965-1966),Federal Jurisdiction,William F. Baxter,1965-1966,,,,,1965,1966,Courts & Jurisprudence
International Business Transactions (1965-1966),International Business Transactions,Peter H. Hay,1965-1966,,,,,1965,1966,International & Comparative Law
International Economic Organizations (1965-1966),International Economic Organizations,Peter H. Hay,1965-1966,,,,,1965,1966,International & Comparative Law
Selected Problems in International Law and Organization (1965-1966),Selected Problems in International Law and Organization,Carl Bernhardt Spaeth,1965-1966,,,,,1965,1966,International & Comparative Law
International Legal Process (1965-1966),International Legal Process,Thomas Ehrlich,1965-1966,,,,,1965,1966,International & Comparative Law
Jurisprudence II (1965-1966),Jurisprudence II,Yosal Rogat,1965-1966,,,,,1965,1966,Courts & Jurisprudence
Problems in Labor-Management Relations (1965-1966),Problems in Labor-Management Relations,J. Keith Mann,1965-1966,,,,,1965,1966,Labor Law
Advanced Problems in Land Use (1965-1966),Advanced Problems in Land Use,John Henry Merryman,1965-1966,,,,,1965,1966,"Environmental, Natural Resources, Land Use & Water Law"
Legal Profession (1965-1966),Legal Profession,Howard R. Williams,1965-1966,,,,,1965,1966,"Professional Skills, Practice & Ethics"
Medical-Legal Problems (1965-1966),Medical-Legal Problems,Raphael (Ralph) Jocelyn Gampell,1965-1966,,,,,1965,1966,Health Law
Regulated Industries (1965-1966),Regulated Industries,William F. Baxter,1965-1966,,,,,1965,1966,Administrative Law & Regulation
Research and Legal Writing (1965-1966),Research and Legal Writing,,1965-1966,,,,,1965,1966,Research & Writing
Sales and Sales Financing (1965-1966),Sales and Sales Financing,Byron D. Sher,1965-1966,,,,,1965,1966,Consumer & Commercial Law
Senior Thesis (1965-1966),Senior Thesis,,1965-1966,,,,,1965,1966,Independent Study
Social Welfare Legislation (1965-1966),Social Welfare Legislation,Jack H. Friedenthal,1965-1966,,,,,1965,1966,"Politics, Policy & Legislation"
Problems in State and Local Government (1965-1966),Problems in State and Local Government,Gordon Kendall Scott,1965-1966,,,,,1965,1966,"Politics, Policy & Legislation"
Trial and Appellate Practice (1965-1966),Trial and Appellate Practice,Arvo Van Alstyne,1965-1966,,,,,1965,1966,"Professional Skills, Practice & Ethics"
Trusts and Estates II (1965-1966),Trusts and Estates II,Howard R. Williams,1965-1966,,,,,1965,1966,Trusts & Estates
Directed Research in Urban Renewal (1965-1966),Directed Research in Urban Renewal,"Charles J. Meyers,John Henry Merryman",1965-1966,,,,,1965,1966,"Politics, Policy & Legislation"
Conflict of Laws (1965-1966),Conflict of Laws,"""John Richard McDonough, Jr.""",1965-1966,,,Summer,,1966,1966,Civil Law & Procedure
Constitutional Law II (1965-1966),Constitutional Law II,Alexander M. Bickel,1965-1966,,,Summer,,1966,1966,Constitutional Law
Taxation (1965-1966),Taxation,Bernard Wolfman,1965-1966,,,Summer,,1966,1966,Tax
Civil Procedure I (1966-1967),Civil Procedure I,"""John Richard McDonough, Jr.""",1966-1967,,,,,1966,1967,Civil Law & Procedure
Civil Procedure I (1966-1967),Civil Procedure I,Jack H. Friedenthal,1966-1967,,,,,1966,1967,Civil Law & Procedure
Civil Procedure I (1966-1967),Civil Procedure I,Douglas A. Ayer,1966-1967,,,,,1966,1967,Civil Law & Procedure
"""Contracts, Unjust Enrichment and Remedies I"" (1966-1967)","""Contracts, Unjust Enrichment and Remedies I""",Byron D. Sher,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1966-1967)","""Contracts, Unjust Enrichment and Remedies I""",Wayne G. Barnett,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies I"" (1966-1967)","""Contracts, Unjust Enrichment and Remedies I""",Lawrence M. Friedman,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
Criminal Law I (1966-1967),Criminal Law I,Herbert L. Packer,1966-1967,,,,,1966,1967,Criminal Law & Procedure
Criminal Law I (1966-1967),Criminal Law I,John Kaplan,1966-1967,,,,,1966,1967,Criminal Law & Procedure
Torts I (1966-1967),Torts I,Marc A. Franklin,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
Torts I (1966-1967),Torts I,Robert A. Girard,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
Research and Legal Writing (1966-1967),Research and Legal Writing,,1966-1967,,,,,1966,1967,Research & Writing
Legal Bibliography (1966-1967),Legal Bibliography,"J. Myron Jacobstein,George Torzsay-Biber",1966-1967,,,,,1966,1967,Research & Writing
Civil Procedure II (1966-1967),Civil Procedure II,"""John Richard McDonough, Jr.""",1966-1967,,,,,1966,1967,Civil Law & Procedure
Civil Procedure II (1966-1967),Civil Procedure II,Jack H. Friedenthal,1966-1967,,,,,1966,1967,Civil Law & Procedure
Constitutional Law I (1966-1967),Constitutional Law I,Robert A. Girard,1966-1967,,,,,1966,1967,Constitutional Law
"""Contracts, Unjust Enrichment and Remedies II"" (1966-1967)","""Contracts, Unjust Enrichment and Remedies II""",Wayne G. Barnett,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
"""Contracts, Unjust Enrichment and Remedies II"" (1966-1967)","""Contracts, Unjust Enrichment and Remedies II""",Lawrence M. Friedman,1966-1967,,,,,1966,1967,"Contracts, Torts & Remedies"
Legal Process (1966-1967),Legal Process,William F. Baxter,1966-1967,,,,,1966,1967,Introduction to Law
Legal Process (1966-1967),Legal Process,Douglas A. Ayer,1966-1967,,,,,1966,1967,Introduction to Law
Legal Process (1966-1967),Legal Process,Thomas Ehrlich,1966-1967,,,,,1966,1967,Introduction to Law
Legal Process (1966-1967),Legal Process,Lawrence M. Friedman,1966-1967,,,,,1966,1967,Introduction to Law
Property I (1966-1967),Property I,Charles J. Meyers,1966-1967,,,,,1966,1967,Property
Property I (1966-1967),Property I,J.E. Moffatt Hancock,1966-1967,,,,,1966,1967,Property
Business Associations I (1966-1967),Business Associations I,Gordon Kendall Scott,1966-1967,,,,,1966,1967,Corporate Law
Civil Law (1966-1967),Civil Law,John Henry Merryman,1966-1967,,,,,1966,1967,Civil Law & Procedure
Civil Procedure III (Trial and Appellate Practice) (1966-1967),Civil Procedure III (Trial and Appellate Practice),"""John Richard McDonough, Jr.""",1966-1967,,,,,1966,1967,Civil Law & Procedure
Community Development Laboratory (1966-1967),Community Development Laboratory,"Charles J. Meyers,John Henry Merryman",1966-1967,,,,,1966,1967,Public Interest Law
Constitutional Law II (1966-1967),Constitutional Law II,Robert A. Girard,1966-1967,,,,,1966,1967,Constitutional Law
Legal Problems of Corporate Management and Shareholders (1966-1967),Legal Problems of Corporate Management and Shareholders,Bayless A. Manning,1966-1967,,,,,1966,1967,Corporate Law
Advanced Criminal Law (1966-1967),Advanced Criminal Law,Herbert L. Packer,1966-1967,,,,,1966,1967,Criminal Law & Procedure
Directed Research (1966-1967),Directed Research,,1966-1967,,,,,1966,1967,Independent Study
Evidence (1966-1967),Evidence,Jack H. Friedenthal,1966-1967,,,,,1966,1967,Evidence
Government Regulation of Business (1966-1967),Government Regulation of Business,William F. Baxter,1966-1967,,,,,1966,1967,Administrative Law & Regulation
International Business Transactions (1966-1967),International Business Transactions,Dale S. Collinson,1966-1967,,,,,1966,1967,International & Comparative Law
Contemporary Problems in International Development (1966-1967),Contemporary Problems in International Development,"Thomas Ehrlich,Gerald M. Meier",1966-1967,,,,,1966,1967,International & Comparative Law
Jurisprudence (1966-1967),Jurisprudence,Yosal Rogat,1966-1967,,,,,1966,1967,Courts & Jurisprudence
Labor Law (1966-1967),Labor Law,J. Keith Mann,1966-1967,,,,,1966,1967,Labor Law
Land Use Controls (1966-1967),Land Use Controls,John Henry Merryman,1966-1967,,,,,1966,1967,"Environmental, Natural Resources, Land Use & Water Law"
Municipal Corporations (1966-1967),Municipal Corporations,Gordon Kendall Scott,1966-1967,,,,,1966,1967,Local Law
Oil and Gas (1966-1967),Oil and Gas,Howard R. Williams,1966-1967,,,,,1966,1967,"Environmental, Natural Resources, Land Use & Water Law"
Property II (1966-1967),Property II,J.E. Moffatt Hancock,1966-1967,,,,,1966,1967,Property
